StrongNumber,Lemma,SenseNumber,English,Chinese,Instances,Category,BDAG agreement,LN agreement,Definition,Explanations
"2727","κατηχέω",1,"instruct",,"450020180090010 460140190140010 480060060040010 480060060080010",2,0,0,,
"2003","ἐπιταγή",1,"command",,"460070250050010 470080080030010 460070060080010 540010010060010 450160260090010 560010030140010 560020150090010",1,0,0,,
"2740","καῦσις",1,"burn",,"580060080140010",1,0,0,,
"2052","ἐριθεία",3,"selfish",,"450020080040010",1,0,0,,
"2052","ἐριθεία",2,"rivalry",,"500010170040010 500020030030010",1,0,0,,
"2052","ἐριθεία",1,"selfish ambition",,"470120200220010 480050200070010 590030160050010 590030140070010",1,0,0,,
"0838","αὔξησις",1,"growth",,"510020190210010 490040160220010",1,0,0,,
"2317","θεοσέβεια",1,"worship god",,"540020100060010",1,0,0,,
"2147","εὑρίσκω",4,"find out",,"610030100240010",2,0,0,,
"2147","εὑρίσκω",3,"discover",,"450070100050010",2,0,0,,
"2147","εὑρίσκω",2,"obtain",,"580090120190010",2,0,0,,
"2147","εὑρίσκω",1,"find",,"400260430040010 400260600030010 440240200060010 420130060220010 430100090170010 420230140200010 420240240110010 430180380210010 420150040270010 660200150050010 400120440120010 410110040040010 420070100080010 440050100140010 440130220140010 430070350140010 420120380120010 430110170050010 410010370020010 400220100120010 660020020280010 400180280060010 420190480030010 420070090230010 400210020120010 440240120060010 400210190130010 430190040200010 420130070200010 420230220150010 630010040040010 440040210070010 430070340050010 430010450010010 550010170090010 440240180030010 440190010190010 600020220060010 400070140180010 470120200090010 420180080170010 430010430090010 400270320030010 430050140030010 660180210260010 440050220060010 420190300100010 400200060060010 400170270220010 410140160110010 660030020120010 660200110240010 440070110150010 660180240080010 450100200060010 660180140270010 440100270060010 420240030040010 400100390160010 420220450100010 480020170070010 420230020070010 430190060260010 580120170150010 410140370040010 430070360120010 440270280120010 420150090120010 440270280030010 430210060150010 420150240130010 420220130030010 610030140100010 580110050100010 400110290190010 420020460060010 400240460100010 440230090180010 440050390130010 420110250030010 420150320180010 580040160140010 420240330100010 400020080150010 430020140020010 470090040090010 410110020160010 410070300070010 440070460020010 410140400040010 420240020010010 440050230210010 410140550190010 440090330010010 420230040120010 420190320050010 420110090100010 420110100090010 660050040070010 460150150010010 400180130040010 420020120060010 420150060170010 410130360040010 400260400070010 440190190190010 420120430100010 400070070070010 410110130200010 440050230050010 420110240170010 500030090020010 430010410120010 420040170120010 420120370090010 470120200120010 460040020100010 420080350120010 430010410010010 420010300090010 660140050070010 430010450170010 400080100200010 400220090110010 440170230080010 660180220230010 400160250200010 420090360070010 400070080090010 660090060140010 420170180020010 420150090020010 440270060020010 430060250020010 420050190030010 430090350080010 440130280050010 440110260020010 440280140020010 440240050010010 430120140010010 440210020020010 400100390020010 400130440130010 420240230030010 440170060020010 440180020020010 420150050020010 440120190070010 420020450030010 400130460010010 450040010040010 420090120250010 450070210010010 400010180200010 550010180050010 600010070150010 420060070150010 440170270100010 420150080230010 660120080060010 660160200080010 440090020130010 440080400030010 440070460090010 470020130090010 440230290020010 400120430180010 440130060080010 470050030070010 410110130120010 500020070130010 470110120170010",2,0,0,,
"3051","λόγιον",2,"oracle",,"440070380270010",1,0,0,,
"3051","λόγιον",1,"oracle",,"600040110050010 450030020110010 580050120210010",1,0,0,,
"4260","προβαίνω",2,"go on far",,"400040210020010 410010190020010",2,0,0,,
"4260","προβαίνω",1,,,"420010070130010 420020360110010 420010180190010",2,0,0,,
"2117","εὐθύς",2,"right",,"440080210170010",3,0,0,,
"2117","εὐθύς",1,"straight",,"610020150020010 440130100220010 400030030200010 420030050150010 410010030100010 420030040180010 440090110130010",3,0,0,,
"1714","ἐμπίμπρημι",1,"burn",,"400220070180010",2,0,0,,
"4352","προσκυνέω",3,"homage before",,"400180260050010",2,0,0,,
"4352","προσκυνέω",2,"bow down before",,"410050060090010 410150190140010",2,0,0,,
"4352","προσκυνέω",1,"worship",,"660140070200010 420040080120010 440240110140010 660220090250010 660130040020010 430040240130010 660190040130010 430040200190010 660130120210010 430040220020010 660110010200010 400280090160010 660150040200010 660160020300010 580110210100010 660070110260010 400020110160010 660190100070010 440100250160010 660050140120010 660140090130010 660040100130010 660110160210010 430040230110010 660140110190010 400280170040010 660130150230010 580010060120010 430040220070010 400020020190010 660190100280010 660190200270010 400140330060010 430040210200010 440080270220010 660220080140010 400040100140010 400020080210010 660130040120010 660130080020010 430040240060010 430040200080010 430090380070010 440070430180010 660200040300010 460140250130010 400040090100010 430120200090010 660090200230010 430040230250010 420040070040010 420240520030010 660030090240010 400200200130010 400090180090010 400150250040010 400080020050010",2,0,0,,
"2864","κόμη",1,"hair",,"460110150100010",1,0,0,,
"1387","δολιόω",1,"deceive",,"450030130090010",2,0,0,,
"2360","θροέω",2,"alarm",,"530020020110010",2,0,0,,
"2360","θροέω",1,"alarm",,"410130070090010 400240060100010",2,0,0,,
"5494","χειμών",2,"storm",,"440270200100010 400160030040010",1,0,0,,
"5494","χειμών",1,"winter",,"430100220080010 550040210030010 410130180060010 400240200090010",1,0,0,,
"5548","χρίω",1,"anoint",,"470010210100010 420040180070010 580010090080010 440100380060010 440040270160010",2,0,0,,
"4940","συντυγχάνω",1,"get to",,"420080190140010",2,0,0,,
"2995","λάρυγξ",1,"throat",,"450030130040010",1,0,0,,
"5206","υἱοθεσία",1,"adoption as son",,"450080230180010 450090040060010 450080150120010 480040050080010 490010050040010",1,0,0,,
"2379","θυσιαστήριον",1,"altar",,"460090130180010 400230190090010 660090130150010 420110510110010 660080030090010 400050240080010 660160070040010 460100180130010 660080050140010 580130100020010 660140180070010 400230180070010 660060090100010 420010110100010 660110010170010 460090130150010 660080030270010 450110030070010 400230200060010 400230350310010 400050230090010 580070130140010 590020210160010",1,0,0,,
"2642","καταλιθάζω",1,"stone",,"420200060090010",2,0,0,,
"2123","εὔκοπος",1,"easy",,"420180250010010 400090050040010 420050230030010 400190240050010 410100250010010 420160170010010 410020090030010",3,0,0,,
"0567","ἀπέχω",2,"abstain from",,"540040030030010",2,0,0,,
"0567","ἀπέχω",1,"abstain",,"440150200050010 440150290010010 520040030100010 600020110070010 520050220050010",2,0,0,,
"3925","παρεμβολή",3,"army",,"580110340140010",1,0,0,,
"3925","παρεμβολή",2,"camp",,"580130130070010 580130110210010 660200090110010",1,0,0,,
"3925","παρεμβολή",1,"barrack",,"440210370060010 440210340240010 440230160150010 440220240080010 440230100270010 440230320130010",1,0,0,,
"4215","ποταμός",1,"river",,"410010050200010 660220020080010 660080100220010 660160120100010 470110260040010 660120150140010 660090140170010 660220010040010 400030060060010 660160040100010 660120160170010 430070380090010 420060490200010 420060480210010 400070270080010 400070250080010 440160130110010",1,0,0,,
"5422","φρεναπατάω",1,"deceive",,"480060030090010",2,0,0,,
"1130","γυμνιτεύω",1,"poorly clothe",,"460040110100010",2,0,0,,
"0441","ἀνθρωπάρεσκος",1,"man pleasers",,"510030220140010 490060060050010",3,0,0,,
"1339","διί̈στημι",3,"far have sail",,"440270280080010",2,0,0,,
"1339","διί̈στημι",2,"go away",,"420240510080010",2,0,0,,
"1339","διί̈στημι",1,"pass",,"420220590020010",2,0,0,,
"0953","βεβηλόω",1,"desecrate",,"400120050170010 440240060060010",2,0,0,,
"4960","συστοιχέω",1,"correspond",,"480040250100010",2,0,0,,
"3904","παρασκευή",2,"preparation",,"430190420050010",1,0,0,,
"3904","παρασκευή",1,"preparation day",,"430190140030010 430190310050010 400270620080010 420230540040010 410150420070010",1,0,0,,
"4356","πρόσλημψις",1,"acceptance",,"450110150100010",1,0,0,,
"5180","τύπτω",4,"hit",,"420060290020010",2,0,0,,
"5180","τύπτω",3,"wound",,"460080120080010",2,0,0,,
"5180","τύπτω",2,"strike",,"440230030070010 440230020090010 440230030260010",2,0,0,,
"5180","τύπτω",1,"beat",,"420120450180010 440180170070010 400240490030010 440210320190010 420230480130010 420180130160010 410150190020010 400270300090010",2,0,0,,
"1870","ἐπαισχύνομαι",1,"ashamed",,"420090260040010 420090260150010 550010160170010 580110160100010 580020110150010 450060210090010 550010080030010 410080380230010 550010120090010 450010160030010 410080380040010",2,0,0,,
"1107","γνωρίζω",3,"know",,"500010220150010 480010110010010",2,0,0,,
"1107","γνωρίζω",2,"make know",,"510040070050010 490060210120010 510040090140010",2,0,0,,
"1107","γνωρίζω",1,"make know",,"490030050050010 430170260020010 420020150310010 610010160060010 430150150270010 500040060160010 430170260080010 510010270050010 450090220100010 490010090010010 490030100020010 450090230030010 450160260200010 490060190150010 470080010010010 460120030020010 460150010010010 440020280010010 490030030040010",2,0,0,,
"3411","μισθωτός",1,"hire man",,"430100130020010 430100120020010 410010200160010",1,0,0,,
"5221","ὑπαντάω",1,"meet",,"430040510080010 430110300160010 400280090040010 440160160130010 430120180040010 420080270070010 410050020080010 400080280120010 430110200090010 420140310200010",2,0,0,,
"0582","ἀπογραφή",1,"census",,"420020020020010 440050370110010",1,0,0,,
"3356","μετριοπαθέω",1,"deal gently with",,"580050020010010",2,0,0,,
"4653","σκοτία",2,"dark",,"420120030060010 430200010110010",1,0,0,,
"4653","σκοτία",1,"darkness",,"620020080160010 620010050190010 430120350290010 430010050100010 620020110140010 430080120220010 430010050060010 620020110230010 430120460150010 430120350210010 620020110090010 620020090140010 430060170120010 400100270060010",1,0,0,,
"2309","θέλω",12,"delight",,"510020180040010",2,0,0,,
"2309","θέλω",11,"mean",,"440020120110010",2,0,0,,
"2309","θέλω",10,"refuse",,"400020180160010",2,0,0,,
"2309","θέλω",9,,,"430050350110010",2,0,0,,
"2309","θέλω",8,,,"610030050050010",2,0,0,,
"2309","θέλω",7,,,"450090160050010 410090130120010",2,0,0,,
"2309","θέλω",6,,,"410010410110010 420050130080010 400080030080010",2,0,0,,
"2309","θέλω",5,"want",,"430050400030010 440070390030010 440250090130010 530030100140010 400210290060010 430010430030010",2,0,0,,
"2309","θέλω",4,"desire",,"400120070070010 430170240050010 400090130070010 470080110120010 470080100180010 450090220030010 460140190040010",2,0,0,,
"2309","θέλω",3,"wish",,"420120490090010 460070070010010 430030080040010 400170120170010 440170180160010 400260390260010 440170200130010 400270340110010",2,0,0,,
"2309","θέλω",2,,,"410140360190010 440260050050010 400230040200010 400180300040010 420180040030010 420180130070010 400230370310010 400260150030010 400080020100010 450070180170010 500020130100010 420130340300010 410010400150010 590020200010010 420050120280010 400110140030010 460040190090010 600030170050010 440180210110010 430060210010010 590040150080010",2,0,0,,
"2309","θέλω",1,"want",,"420180410030010 400260170130010 400150320290010 400050400030010 420220090060010 400270210080010 410060220240010 400070120050010 400270150130010 470050040130010 410100360060010 420230200070010 400200320100010 400010190100010 400270170090010 410100350130010 410100510090010 450010130020010 410150090070010 400050420070010 410140120170010 400190170170010 470120200160010 410100440040010 400200210060010 400200260090010 400180230110010 420090230070010 400200150060010 420160260140010 410140070100010 400200140060010 400190210060010 430210180290010 410100430100010 400160240100010 470120200080010 420090240040010 400170040150010 410150120100010 440070280050010 580130180130010 540020040040010 460040210020010 550030120050010 470110120110010 580120170060010 460120180150010 440100100050010 600030100030010 480040090230010 660110060360010 420080200140010 460150380080010 430050060150010 440250090040010 430150070140010 430210180130010 420100290030010 430160190050010 430120210150010 420100240090010 660110050210010 460100200110010 430090270110010 430210220070010 520020180020010 400230370140010 660110050050010 420130340140010 430080440140010 470010080030010 430060670100010 440160030020010 540010070010010 430070440030010 430060110180010 410090300090010 450070190040010 410070240140010 450070200050010 430210230270010 420190140140010 520040130020010 420140280050010 480030020030010 450110250030010 510020010010010 450070190100010 460120010070010 460100270080010 420090540100010 450070210060010 420230080140010 410030130090010 450070160050010 430090270160010 460110030010010 400130280140010 420130310160010 450160190120010 540050110110010 420060310030010 450130030130010 570010140070010 460100010020010 400270430080010 410060480270010 440190330170010 510010270020010 450070150090010 420200460060010 430070170030010 400220030140010 410060260130010 430070010120010 420150280050010 640010130070010 400150280160010 400160250040010 420050390050010 410080350040010 460070360180010 460160070020010 410080340130010 420040060220010 480040170080010 470120060030010 460070390180010 480050170220010 480060130090010 480060120020010 460140350050010 660220170190010 480040200010010 460140050010010 410060190070010 480010070130010 460070320010010 410090350110010 400120380110010 480040210060010 410060250110010 400140050020010 410120380120010 440140130210010 450090180080010 450090180040010 580100050110010 580100080130010 400200270040010 430050210150010 660020210090010 420190270080010 420010620090010 440240270100010",2,0,0,,
