macula_greek_word_id	sense_number
n66022015017	3
n45012003009	3
n44010043013	3
n42002003003	3
n43008034010	3
n42016018001	3
n43018037033	3
n44016026019	3
n62003015001	3
n42019026004	3
n62004007012	3
n42012048011	3
n40005022006	3
n45010004007	3
n45002010007	3
n41002012010	3
n40005028006	3
n42011004011	3
n42011010001	3
n46009025001	3
n46016016008	3
n42006030001	3
n43003020001	3
n40007008001	3
n44002021003	3
n62003006008	3
n62003009001	3
n62005018003	3
n62003006001	3
n58012014004	3
n41006042003	3
n42021017005	3
n40026033008	3
n40022010010	3
n40026070005	3
n41013013005	3
n44021024016	3
n42007016004	3
n44027044019	3
n43002015006	3
n44021028020	3
n41013037005	3
n41014029008	3
n40014020003	3
n40019011006	3
n40021026009	3
n43003008021	3
n43006045011	3
n43011026002	3
n43012046008	3
n43004013006	3
n62005001001	3
n43003015002	3
n62005001014	3
n45010011005	3
n40019029002	3
n44020037005	3
n45010013001	3
n47009013029	3
n45013007002	3
n45016019006	3
n43011048005	3
n43003026024	3
n46008007004	3
n46009019006	3
n60002017001	3
n46009019005	3
n62002023001	3
n42012010002	3
n60003015014	3
n43019012021	3
n63001009001	3
n43016002008	3
n43003016015	3
n41005020015	3
n42006047001	3
n42012008004	3
n45002001006	3
n66018017012	3
n58005013001	3
n59001019007	3
n41009049001	3
n44002043003	3
n62003010014	3
n46001002027	2
n44015021016	2
n51001010009	2
n47004002025	2
n42003005005	2
n58012006008	2
n47002014022	2
n42003009012	2
n58010011002	2
n58002002011	2
n44015036016	2
n62004001003	2
n59003007001	2
n53001011018	2
n53003017011	2
n66021004003	2
n66013007017	2
n58009019003	2
n66001007009	2
n40013052007	2
n40013047015	2
n42002023007	2
n45014011010	2
n52001008020	2
n66007004013	2
n54002008007	2
n66014006020	2
n45003002003	2
n40018016020	2
n66006014009	2
n47010005012	2
n47010005002	2
n47013001013	2
n62004003002	2
n55003017009	2
n59001017005	2
n66007017022	2
n45002009005	2
n54005010017	2
n43015002011	2
n47009008019	2
n66005009027	2
n40007017002	2
n49001003015	2
n40012036005	2
n44017026005	2
n62004002008	2
n66005013002	2
n40015013005	2
n48005003004	2
n58005001001	2
n42004037007	2
n53002017008	2
n58012001012	2
n66018002018	2
n56003001008	2
n49003015003	2
n43015002001	2
n59001017001	2
n45003019014	2
n66006015019	2
n40004004015	2
n66018017009	2
n46004017028	2
n53003006015	2
n49004016010	2
n44010035003	2
n58003004001	2
n66018002023	2
n46011005001	2
n66016020002	2
n40007019001	2
n45014005011	2
n66007009014	2
n46011004001	2
n44013027019	2
n53003016014	2
n46006018004	2
n55002021017	2
n44005042001	2
n50001004003	2
n45014011013	2
n60002013002	2
n42005017021	2
n42010001020	2
n42003005001	2
n50002011002	2
n58008003001	2
n58006016008	2
n50002010006	2
n55004018006	2
n42004013003	2
n52005022002	2
n40003010011	2
n50004021002	2
n46015030005	2
n49001021011	2
n46011003006	2
n66011006032	2
n47011006013	2
n53002004006	2
n44002005010	2
n57001006011	2
n51001028016	2
n44003023003	2
n45003004008	2
n43001009008	2
n51001028009	2
n43002010004	2
n45013001001	2
n66018012023	2
n40004023020	2
n40010001017	2
n40009035024	2
n40009035027	2
n50001003006	2
n53002010003	2
n47007001010	2
n50002009014	2
n40012025008	2
n40012031005	2
n42011017009	2
n66018012027	2
n49004014008	2
n58013021004	2
n66016003017	2
n47007005015	2
n66018002028	2
n59003016009	2
n42011042014	2
n44017017017	2
n44018004007	2
n66018012019	2
n50001018005	2
n51001028005	2
n49005005006	2
n49004029001	2
n40015017004	2
n47011009022	2
n65001003002	2
n47004008002	2
n66021027007	2
n42001037007	2
n45007008012	2
n40004023023	2
n40010001020	2
n56002010018	2
n40012025015	2
n40018019015	2
n42007035006	1
n41013010003	1
n40027001006	1
n45004016032	1
n50001004007	1
n44020036009	1
n45008037004	1
n50001025009	1
n44001018017	1
n40013032005	1
n66018023036	1
n42003003004	1
n44021021014	1
n42016026003	1
n60002018005	1
n40013056006	1
n58011013005	1
n42019007003	1
n45004016014	1
n44028002014	1
n44017030015	1
n40013034002	1
n53001010011	1
n46012029008	1
n44022015006	1
n66019017015	1
n51001004014	1
n44018002024	1
n51003014002	1
n46014024016	1
n51001019005	1
n44001014002	1
n46010001017	1
n49003021012	1
n47007015011	1
n40002016014	1
n44021020021	1
n47013002016	1
n58002015008	1
n44026011003	1
n52001007005	1
n46007017020	1
n58012008009	1
n46010002002	1
n66019005012	1
n49004006008	1
n55003011019	1
n52005026004	1
n46012029002	1
n60001015011	1
n51001015009	1
n44015003023	1
n43010008001	1
n58009019010	1
n50002026004	1
n42020045003	1
n42018043011	1
n54005002008	1
n41009035018	1
n49004010009	1
n57001005016	1
n46013002017	1
n60002001003	1
n40002004003	1
n44010041002	1
n55003012002	1
n41007023001	1
n42024009012	1
n42008040013	1
n40011013001	1
n40021012009	1
n44004033019	1
n46010017011	1
n42017010006	1
n44003024002	1
n49001015018	1
n40024033006	1
n40028018010	1
n42007001003	1
n49002003005	1
n52003007008	1
n40004008013	1
n66005006035	1
n60005005005	1
n49001008006	1
n58009021006	1
n42011050005	1
n46008001007	1
n41007019018	1
n45011026003	1
n42013028018	1
n44001019004	1
n52005015019	1
n44010033013	1
n42024025015	1
n47001003017	1
n44026029019	1
n66018024010	1
n49004006014	1
n60002001006	1
n43005022010	1
n42006010003	1
n46013002009	1
n53003018009	1
n47001001023	1
n40027025003	1
n43018020019	1
n46001005011	1
n66018014013	1
n44019010008	1
n41006041032	1
n54003004011	1
n42001006010	1
n46016020005	1
n42021036011	1
n42004005006	1
n50002017016	1
n59001008005	1
n44004010003	1
n55004008026	1
n40014035018	1
n54002002016	1
n51003011019	1
n62001009019	1
n66008007031	1
n40009035007	1
n40008016014	1
n44020019005	1
n46012026007	1
n43017002005	1
n47007004018	1
n51001011012	1
n66019021020	1
n46007007003	1
n40006033014	1
n56003015006	1
n42001065004	1
n44010036015	1
n40004024013	1
n59004016008	1
n51002022003	1
n48006010010	1
n44004021016	1
n44001024007	1
n51003016010	1
n52004010006	1
n40026056014	1
n42012027016	1
n50001001007	1
n45016015016	1
n44010038019	1
n41013030014	1
n51001028012	1
n48001002005	1
n45015033007	1
n44002036004	1
n44009014009	1
n46012029005	1
n42006017020	1
n42024009008	1
n66001007019	1
n61003016004	1
n43001016007	1
n42021004018	1
n40025007003	1
n51002003004	1
n46001002016	1
n49004031001	1
n44020032024	1
n44022030022	1
n44002001010	1
n45003009012	1
n41012022008	1
n56003002010	1
n42013005008	1
n46015008003	1
n66012005008	1
n42020038008	1
n46012030011	1
n40012015015	1
n58013025004	1
n41001005012	1
n44009035004	1
n44006015005	1
n46001005008	1
n44020028004	1
n58009019033	1
n58004004018	1
n40004009006	1
n52004006016	1
n58011039003	1
n60005010004	1
n47005014017	1
n44008040011	1
n46015007007	1
n44026004021	1
n42012007008	1
n40023008012	1
n42009023004	1
n59002010012	1
n49006024004	1
n50001008008	1
n40025032005	1
n45005012029	1
n41014064009	1
n44005037020	1
n44002017016	1
n44027024015	1
n52005005001	1
n46014005003	1
n40026052014	1
n44003025027	1
n44013010012	1
n66018019023	1
n66021008017	1
n44004010006	1
n40026027012	1
n42013017006	1
n40006032001	1
n42013017016	1
n66013008004	1
n47013012010	1
n45012004012	1
n44016026017	1
n51001023022	1
n44007022005	1
n44005036021	1
n47011028012	1
n40012023003	1
n40026035017	1
n44017007006	1
n42010019014	1
n54002001004	1
n58001006014	1
n42021029009	1
n42024047012	1
n53003016019	1
n44002032008	1
n43001007011	1
n42004025031	1
n46010004002	1
n45016026017	1
n45003012001	1
n44005005015	1
n59001005012	1
n40002003008	1
n44010012004	1
n44002014021	1
n44010044014	1
n45015011012	1
n45005012022	1
n44003018008	1
n42001048016	1
n46015022006	1
n49004013004	1
n49004006005	1
n66015004015	1
n40024030015	1
n58001011007	1
n42002018002	1
n46015024017	1
n43013010025	1
n44003011010	1
n47013013019	1
n54002006006	1
n45010018008	1
n40025031013	1
n58001014002	1
n44027035011	1
n44024008007	1
n46012013007	1
n42002047003	1
n41013004014	1
n50001007035	1
n44017025016	1
n52003013024	1
n52003009011	1
n49004031015	1
n47005014013	1
n49001023010	1
n42024019027	1
n45010016003	1
n44014016007	1
n49003008004	1
n46015051008	1
n49005009007	1
n42002038013	1
n46015024014	1
n61003011003	1
n44011014011	1
n49006016011	1
n46013003003	1
n45001007001	1
n42014033009	1
n44017021003	1
n42009001011	1
n40018032011	1
n42007029002	1
n42021038002	1
n41010020007	1
n55004017017	1
n40013051003	1
n65001015004	1
n43017021002	1
n40028019004	1
n58003016007	1
n46014031005	1
n42021032013	1
n58012023010	1
n60001024007	1
n50002029007	1
n42021022008	1
n42002031005	1
n40010030008	1
n44009039015	1
n45009006012	1
n47009011005	1
n42002051018	1
n46014033011	1
n45011032011	1
n45001005011	1
n65001015019	1
n43005028009	1
n44027037004	1
n44013029004	1
n40024034013	1
n42013004022	1
n40024002009	1
n45008032011	1
n46012030007	1
n60005007001	1
n55001015006	1
n42005009006	1
n42002020011	1
n54006001009	1
n60002001013	1
n55003016001	1
n42013002012	1
n46010003002	1
n66014008022	1
n44009021003	1
n40025005006	1
n51001009024	1
n51001011002	1
n65001015010	1
n41004032008	1
n56003015016	1
n44001008019	1
n45009005015	1
n42006026006	1
n53001004019	1
n40022028010	1
n56002011008	1
n47007013022	1
n46012013021	1
n43003031027	1
n44021018011	1
n49003019013	1
n58013004005	1
n66007011002	1
n46014018004	1
n42001075007	1
n46014024003	1
n44013010004	1
n46014024013	1
n42009043003	1
n58013024007	1
n44015017011	1
n45014010016	1
n46012012011	1
n44013024010	1
n40026001007	1
n50001020013	1
n42024027007	1
n42016014004	1
n46009024008	1
n47005015003	1
n40003015016	1
n45001018008	1
n55003009012	1
n58013024002	1
n44022012011	1
n46015022013	1
n48003026001	1
n44025024008	1
n42014010026	1
n44027020018	1
n66022021007	1
n47002005014	1
n46012011001	1
n52005027008	1
n44010043002	1
n46015051005	1
n47001004005	1
n44004016015	1
n42021035006	1
n42012030003	1
n42013003008	1
n45015011004	1
n58002011010	1
n41014053010	1
n53002012003	1
n51002013020	1
n44007050007	1
n41010044010	1
n42023049003	1
n49003018005	1
n61003009019	1
n49004002002	1
n40001017001	1
n46012019005	1
n46015028025	1
n54004015012	1
n40024047006	1
n40005015016	1
n41012033028	1
n44019026011	1
n44018023014	1
n50001007008	1
n66008003024	1
n42021024010	1
n43006045008	1
n42024021016	1
n44013022026	1
n40011028004	1
n40013056014	1
n42008047020	1
n41009035015	1
n54002002004	1
n46010001011	1
n42009013028	1
n43013018003	1
n49006018017	1
n43008002009	1
n44019007004	1
n66013012007	1
n53003002012	1
n50004022003	1
n42013027013	1
n44005017006	1
n45011032006	1
n46012026015	1
n44002004003	1
n44002039011	1
n40024014014	1
n48003028016	1
n43002024012	1
n42002010016	1
n44009026010	1
n42012044006	1
n41007003005	1
n49006018022	1
n42018021005	1
n46013002011	1
n44019017018	1
n44026020009	1
n45016016010	1
n46012029011	1
n41011017015	1
n40006029008	1
n47003018003	1
n55004021017	1
n60003008004	1
n44005011011	1
n60001024002	1
n60005014008	1
n42021012004	1
n46016024005	1
n44022003031	1
n44002044001	1
n45003022009	1
n43017002008	1
n42024027013	1
n50002021002	1
n46012030002	1
n40003005007	1
n49004006011	1
n42023048002	1
n47002003017	1
n42012018015	1
n44026014001	1
n44016033020	1
n40024009013	1
n41004031012	1
n66018003011	1
n45003023001	1
n42014018005	1
n40022027003	1
n46015025008	1
n42007018008	1
n40023036006	1
n43013011011	1
n44003016029	1
n45010012016	1
n48006006010	1
n43010029007	1
n47005010003	1
n42002019004	1
n52001002006	1
n42021004001	1
n46015039002	1
n45010012013	1
n44003009003	1
n42015001005	1
n44002012003	1
n41012043018	1
n44007010005	1
n48003008020	1
n41001032011	1
n45009007006	1
n51002002011	1
n44024005010	1
n65001025017	1
n42019037025	1
n41006033011	1
n63001001020	1
n45016004017	1
n40003005011	1
n40019020005	1
n42003019018	1
n41012028020	1
n44007014010	1
n40023035005	1
n58008011019	1
n66002023010	1
n43010004004	1
n45004011019	1
n40026031006	1
n44028030010	1
n46014023011	1
n45001008011	1
n40024008001	1
n59001021003	1
n44026003005	1
n46001010017	1
n44017026010	1
n45003019020	1
n42021035011	1
n41002013008	1
n44010002007	1
n44015012003	1
n40021010007	1
n44021027019	1
n42002001013	1
n44001021008	1
n42006019002	1
n41016015012	1
n40027045008	1
n44022005008	1
n44019017005	1
n44020026014	1
n42004020010	1
n54002004002	1
n42003006003	1
n50004005005	1
n55004016010	1
n48002014016	1
n54004010015	1
n43006037001	1
n52002015018	1
n46014031011	1
n47003002015	1
n45012017009	1
n66013016003	1
n45012018007	1
n55002024011	1
n44016032009	1
n52003012014	1
n40010022005	1
n42009017005	1
n42004028003	1
n42008052003	1
n46014031008	1
n66019018021	1
n44017025010	1
n42004015010	1
n54002001011	1
n44017031018	1
n45005018018	1
n45005018008	1
n41004013011	1
n47010006006	1
n46015010020	1
n42021036004	1
n56002015008	1
n62001007027	1
n49006018008	1
n43016013014	1
n41014027007	1
n62005017001	1
n50004019006	1
n44017024008	1
n44010033020	1
n62002016002	1
n42024044020	1
n40013041015	1
n40023005001	1
n44004024025	1
n40018031016	1
n43017010004	1
n42024014007	1
n47009008014	1
n42018031014	1
n51004012023	1
n58008005019	1
n44014015034	1
n42009007008	1
n40015037003	1
n44002045011	1
n41005040007	1
n44009040004	1
n41007014010	1
n42004022002	1
n41014023011	1
n44027036004	1
n41006039005	1
n41012044001	1
n44008001022	1
n42022070003	1
n41014031017	1
n44011023013	1
n44018017003	1
n41014050005	1
n42004036005	1
n44008010003	1
n43007021010	1
n42001066003	1
n44021005012	1
n42021003013	1
n41006050001	1
n42001065017	1
n42003016003	1
n42006019015	1
n42003015007	1
n41002012013	1
n40027022013	1
n42008045011	1
n42014029010	1
n44019034010	1
n58005009004	1
n42004007009	1
n41003028005	1
n42018022011	1
n41006030011	1
n42017029016	1
n44001001007	1
n62002027028	1
n58001003014	1
n40005018026	1
n42009043013	1
n42017027019	1
n42010022001	1
n46009023001	1
n59005012002	1
n46010033003	1
n66004011022	1
n58001002013	1
n43003035007	1
n50003008021	1
n55002010003	1
n65001005007	1
n46013007007	1
n60004008002	1
n49003009019	1
n50004013001	1
n45011036011	1
n41014036006	1
n62003020017	1
n43015021003	1
n43014026019	1
n58004013008	1
n46009022012	1
n46013007005	1
n46015028023	1
n46008006023	1
n40011027001	1
n51001017005	1
n60004007001	1
n58002010007	1
n46013007003	1
n40019026015	1
n54006017021	1
n46014026018	1
n51001016028	1
n45008028008	1
n49004010015	1
n46011012017	1
n54006013009	1
n62002020010	1
n41010027013	1
n46008006010	1
n51003011016	1
n61003004016	1
n44003021009	1
n51001017008	1
n43001003001	1
n46013007001	1
n47008007012	1
n42007017013	1
n58012011001	1
n56002014010	1
n42012015009	1
n42001063012	1
n51003008007	1
n53002009010	1
n46010033004	1
n46009022010	1
n43005023002	1
n43013035004	1
n43003031005	1
n43012032007	1
n42001071008	1
n45015013008	1
n45001029002	1
n45015014017	1
n47012012010	1
n59001002001	1
n44013010007	1
n44005021024	1
n44028031015	1
n43006039010	1
n62002019024	1
n47008018014	1
n51002010010	1
n50004007008	1
n61001005006	1
n47009008005	1
n49006018002	1
n49001021002	1
n44009032006	1
n44005034012	1
n44004029017	1
n46012006014	1
n54005020004	1
n44020025013	1
n44008027016	1
n51002009005	1
n47002003023	1
n49001023012	1
n44005020010	1
n45009017027	1
n42009048029	1
n51004007004	1
n56002010004	1
n40002016022	1
n50001009016	1
n44024003009	1
n44012011025	1
n40028020004	1
n58002008013	1
n46015028017	1
n43004039021	1
n51003022005	1
n43015015020	1
n46010031009	1
n46009012017	1
n41009023009	1
n45014020009	1
n54003011009	1
n46002010012	1
n43004045011	1
n43016015001	1
n47004015003	1
n47007014012	1
n49001022002	1
n49005020004	1
n41007037006	1
n44010039004	1
n46002015006	1
n49001010009	1
n40017011010	1
n47005018003	1
n51001016006	1
n43014026023	1
n46015027012	1
n58002008024	1
n56002007002	1
n50003021024	1
n46003022017	1
n46006012008	1
n46010023005	1
n47002009013	1
n46003021006	1
n51003020007	1
n43004029007	1
n47011006016	1
n46010023007	1
n46014040001	1
n43013003003	1
n50003008005	1
n45008032020	1
n43005020008	1
n46006012006	1
n56001015001	1
n60004011019	1
n49001011010	1
n43016030005	1
n51003017012	1
n66021005011	1
n55004005005	1
n66005013024	1
n47006010015	1
n46006012001	1
n47012019013	1
n49001022013	1
n46010023001	1
n46010023011	1
n51001020006	1
n43021017023	1
n50002014001	1
n46015027001	1
n46009025005	1
n46015027021	1
n46015028006	1
n44013038016	1
n40013044024	1
n43018004004	1
n44026002002	1
n58013018011	1
n40018025018	1
n43019028008	1
n42003020005	1
n41009012010	1
n40018034013	1
n41005026012	1
n40013046008	1
n41012044014	1
n44022010020	1
n58003004009	1
n58007002005	1
n42015031012	1
n49005013003	1
n58002008001	1
n42018012006	1
n58009022005	1
n42011041008	1
n64001002003	1
n49004015009	1
n41013023006	1
n55002007011	1
n61001003002	1
n50004018003	1
n45014002005	1
n48003022006	1
n46016014001	1
n54004008013	1
n49006016002	1
n46004013008	1
n48003010018	1
n40021022002	1
n46012006012	1
n58002010012	1
n45014023011	1
n62005004002	1
n46011002005	1
n43017007004	1
n49006021011	1
n52005021001	1
n41005033018	1
n40008032015	1
n40008034003	1
n49004016003	1
n44020027007	1
n42001010002	1
n45008022004	1
n44006005006	1
n44013044006	1
n41011018016	1
n49002021003	1
n41004001024	1
n42013017011	1
n51002019008	1
n41009015003	1
n51004009012	1
n41011024005	1
n44017022014	1
n40023003001	1
n56003002006	1
n40028020014	1
n53003016012	1
n44017011013	1
n55004002011	1
n58002017004	1
n40023027022	1
n58004015014	1
n49003020005	1
n50004012011	1
n44024014018	1
n44023001011	1
n51001006008	1
n54002011006	1
n54004009005	1
n54001015005	1
n49003009003	1
n42014033003	1
n41001005005	1
n65001025024	1
n53001003023	1
n44005023008	1
n58007007003	1
n65001015007	1
n51001010006	1
n46015019012	1
n40005011010	1
n54006010003	1
n43013004012	1
n43013005020	1
n43021007025	1
n44021007005	1
n46004014002	3
n56002008008	2
n53003014018	2
n42020013017	1
n40021037010	1
n41012006013	1
n42018004020	1
n58012009011	1
n42018002015	1
n43019034005	1
n44005039012	1
n58011029002	2
n42016026015	1
n44016009019	1
n44017031016	3
n54005012006	2
n45010017003	1
n59002018026	1
n46013002019	1
n66014012015	1
n51002005025	1
n65001020009	1
n59002022014	1
n56002002008	1
n52001003006	1
n45001017010	1
n45004009019	1
n45010006004	1
n50001025018	1
n48003008007	1
n54006012006	1
n55001005007	1
n59002022004	1
n44014009013	1
n46013013004	1
n49001015008	1
n55002022009	1
n48003023006	1
n44006005014	1
n52003005011	1
n54006011012	1
n45003027015	1
n48003014021	1
n48003012007	1
n49003017006	1
n55004007009	1
n52003010017	1
n59002005015	1
n54004001013	1
n50003009015	1
n45003031006	1
n49006023007	1
n45004011009	1
n42008025006	1
n54003009005	1
n44013008019	1
n59002018013	1
n42007009022	1
n54003013013	1
n44011024010	1
n48002016025	1
n54002007015	1
n48003026008	1
n54001004016	1
n40021021012	1
n45009030016	1
n45010008023	1
n53001004017	1
n54006010015	1
n45012003031	1
n49004013009	1
n56001004006	1
n50003009023	1
n40008010016	1
n48003005018	1
n52003002024	1
n48003002016	1
n49004005004	1
n40017020015	1
n58012002005	1
n45003030009	1
n45003025008	1
n53001011023	1
n40009029009	1
n40009022012	1
n46012009002	1
n56001001009	1
n58011039007	1
n56001013016	1
n47001024006	1
n41011022008	1
n44014022009	1
n48003009004	1
n45009032006	1
n40009002014	1
n48003022013	1
n60001021018	1
n44016005007	1
n52001008023	1
n58011001003	1
n59002020009	1
n41005034007	1
n45001017008	1
n59002014018	1
n58010038006	1
n46015014015	1
n47010015014	1
n45004016004	1
n59002026012	1
n53001003015	1
n48003007006	1
n40015028012	1
n58011007024	1
n58011013002	1
n55003008022	1
n49002008007	1
n59001003007	1
n45005001004	1
n48003011015	1
n45012006017	1
n45004005014	1
n56003015012	1
n48006010017	1
n48003024011	1
n45003026025	1
n58011006003	1
n42018042008	1
n52005008008	1
n44014027020	1
n42007050007	1
n59002001008	1
n45014001005	1
n48005006012	1
n45004014009	1
n47013005007	1
n44024024026	1
n58013007020	1
n45001012011	1
n62005004021	1
n59001006004	1
n59005015005	1
n48005005005	1
n45016026015	1
n52003006013	1
n45004016027	1
n44003016004	1
n54002015009	1
n55003010012	1
n50002017011	1
n42017006007	1
n54004012018	1
n59002017004	1
n54001019011	1
n44020021011	1
n48003023014	1
n49003012012	1
n60001009005	1
n60005009005	1
n66002013018	1
n54005008012	1
n45001008015	1
n58011033003	1
n59002018005	1
n51002007009	1
n47005007002	1
n61001005011	1
n48002016013	1
n41010052008	1
n66013010023	1
n45003030014	1
n49006016007	1
n60001005007	1
n55001013010	1
n58006001022	1
n51001004003	1
n61001001012	1
n42017005009	1
n52003007017	1
n60001007006	1
n46015017008	1
n51001023005	1
n42017019007	1
n54004006014	1
n42008048007	1
n45001017017	1
n54001002005	1
n59002014007	1
n48003025004	1
n45004012018	1
n50001027029	1
n55002018015	1
n44006007023	1
n57001006005	1
n42018008019	1
n48001023013	1
n45003022005	1
n46016013005	1
n46002005003	1
n54001014009	1
n55003015016	1
n44003016019	1
n57001005007	1
n41004040009	1
n51002012012	1
n65001003023	1
n54006021006	1
n59002024010	1
n42022032010	1
n54001005015	1
n53003002014	1
n47004013007	1
n48002020017	1
n41002005006	1
n45001005009	1
n42005020004	1
n58006012009	1
n54001019002	1
n45004013021	1
n58010022007	1
n58011007001	1
n45011020008	1
n58011020001	1
n44015009010	1
n58011004001	1
n58011024001	1
n58011011001	1
n45005002008	1
n45003028004	1
n58011017001	1
n58011030001	1
n58004002018	1
n58011009001	1
n58011023001	1
n47001024015	1
n58011027001	1
n45004020014	1
n58011031001	1
n58011022001	1
n58011021001	1
n58011008001	1
n58011029001	1
n58011003001	1
n44026018028	1
n58011028001	1
n58011005001	1
n45014023010	1
n45014023016	1
n45014022002	1
n47008007006	1
n45004019005	1
n40023023030	1
n48005022013	1
n66002019010	1
n58010039009	1
n53002013026	1
n56002010005	1
n45003003011	1
n44027041005	1
n44021014005	4
n42023056011	3
n52004011003	2
n44011018004	1
n42014004003	1
n60005008013	4
n58011029015	3
n66012016015	2
n40023024010	2
n47002007013	1
n46015054020	1
n47005004018	1
n58010027009	2
n41007005024	1
n42010007007	1
n45014020019	1
n42010008010	1
n45014003005	1
n40024049007	1
n45014003011	1
n53003010017	1
n42005030021	1
n46011027004	1
n45014006019	1
n46010027014	1
n41014022002	1
n41007004008	1
n46011029003	1
n46010025006	1
n40012001023	1
n42015016008	1
n42005033022	1
n42017028008	1
n46010018008	1
n40015038003	1
n46011034006	1
n42012045024	1
n45014003002	1
n41007002013	1
n40015002019	1
n40009011016	1
n42006001015	1
n40026021002	1
n46009013012	1
n46011029008	1
n53003012018	1
n40011018005	1
n40014021003	1
n46009007014	1
n45014002010	1
n46011022008	1
n45014006009	1
n46008007017	1
n41014018019	1
n44027035015	1
n46008010023	1
n42022030002	1
n46011026004	1
n41007003015	1
n42007033007	1
n46010031003	1
n46011028010	1
n41002016008	1
n41014018005	1
n40026026001	1
n42007034006	1
n42017027001	1
n40011019006	1
n46010028010	1
n41002016024	1
n45014006011	1
n41007028014	1
n40015027010	1
n45014006022	1
n41001006016	1
n45014003013	1
n46009007026	1
n51002016016	1
n42008044005	1
n40009020011	1
n41006056025	1
n40014036008	1
n40023005020	1
n47002009014	1
n50002008004	1
n44007039004	1
n44019013008	1
n54006016004	1
n46015053013	1
n46015054013	1
n40013015033	1
n42009042020	1
n40008013013	1
n40015028018	1
n42008047025	1
n40008008021	1
n42006018006	1
n42006019014	1
n44010038018	1
n44028027033	1
n44028008023	1
n60002024024	1
n42014004006	1
n42022051013	1
n58012013013	1
n44009034007	1
n42017015007	1
n59005016011	1
n43004047020	1
n43012040022	1
n42005017035	1
n41005029014	1
n42009002010	1
n42009011022	1
n43005013003	1
n42007007012	1
n44014026002	1
n44013004014	1
n44020015002	1
n44027001005	1
n44003020013	1
n44026016014	1
n44022014009	1
n58013007018	1
n64001011003	1
n53003007006	1
n53003009014	1
n58010027001	1
n58010031001	1
n58012021003	1
n54006005002	2
n66008009019	1
n42012033024	1
n66011018042	1
n66011018040	1
n47004016011	1
n46010032001	2
n50001010011	1
n44024016006	1
n42013015008	1
n40023015006	1
n40015007001	1
n40024051010	1
n40023027006	1
n40006005008	1
n41007006011	1
n40023029006	1
n40023023006	1
n40006002011	1
n40007005001	1
n42012056001	1
n42006042026	1
n40022018012	1
n40023013007	1
n40006016008	1
n40023025006	1
n44015038003	4
n44028022001	3
n58010029004	2
n58003003007	2
n53001011010	1
n42007007004	1
n54005017007	1
n44007027006	2
n44007039010	2
n54001019008	1
n45011002002	1
n45011001004	1
n44013046019	1
n45007020015	1
n45008009013	1
n45007018005	1
n45008011011	1
n45007017009	1
n46003016012	1
n54006016006	1
n46007012018	1
n46007013011	1
n66002017016	1
n58009004018	1
n43006049009	1
n43006031005	1
n44015005001	2
n41012019025	1
n42020028024	1
n40026035014	1
n41014072025	1
n40026034017	1
n42022034014	1
n41014030022	1
n41014031013	1
n41008034017	1
n40016024014	1
n42022061024	1
n42012009008	1
n40026075014	1
n44005021006	3
n43008002001	2
n42024001006	1
n42022011004	4
n40024043008	3
n40010025019	3
n42013025006	2
n42012039008	2
n41014014007	2
n42014021013	2
n40013027006	1
n40020001009	1
n40020011006	1
n40021033006	1
n40013052017	1
n46013005008	1
n44017016009	1
n44015022012	2
n44015025005	2
n43015016004	1
n44013017007	1
n44001024010	1
n46001027018	1
n49001004002	1
n43015016007	1
n46001028009	1
n43015019021	1
n44006005010	1
n46001027006	1
n59002005008	1
n41013020018	1
n43006070010	1
n43013018009	1
n42009035014	1
n42006013010	1
n42010042010	1
n44001002011	1
n42014007011	1
n44015007020	1
n41003010005	3
n44020037007	2
n42015020022	2
n42001012007	1
n45015003016	1
n66011011025	1
n44019017015	1
n44010044008	1
n44011015007	1
n44008016007	1
n44020010005	1
n42019024015	1
n42019024009	1
n42019016008	1
n42019025007	1
n42019013009	1
n42019020009	1
n42019016012	1
n42019018007	1
n42019018012	1
n47011003012	2
n47004002010	2
n42020023005	1
n46003019020	1
n49004014018	1
n40005037001	2
n42012035001	2
n48001008016	1
n44002014025	1
n48001009015	1
n47012016001	1
n59001019005	1
n44028028003	1
n44013038003	1
n44004010002	1
n44001020013	1
n40018017014	1
n60003003002	1
n54003012002	1
n54005002009	1
n54004012020	1
n40001004011	1
n40001004010	1
n45004013016	8
n41009035013	7
n42002049018	6
n44002012013	5
n42009020009	4
n42009018023	3
n44017020015	2
n42002044004	1
n44027004010	1
n44016015016	1
n45008029014	1
n45001020021	1
n60005012016	1
n45004016010	1
n58011004013	1
n44016013015	1
n42008038011	1
n45006011006	1
n50001023015	1
n43017005017	1
n45004011016	1
n48002009016	1
n47011016008	1
n47009005019	1
n56002009008	1
n42014033015	1
n42022024011	1
n42020006016	1
n56002004006	1
n54006018007	1
n49001012003	1
n44013047013	1
n48002006005	1
n42014027013	1
n44023008006	1
n40022023010	1
n41008027030	1
n46007026015	1
n54002012010	1
n59001026005	1
n47010007010	1
n44004032020	1
n54006005012	1
n54001007002	1
n58012011011	1
n41012018010	1
n40016013020	1
n56003001012	1
n42002004022	1
n46007007005	1
n49003006001	1
n41010044007	1
n66003009012	1
n41008029010	1
n44018005021	1
n42020027010	1
n46012023005	1
n60001021022	1
n44017007015	1
n42020020008	1
n59004004018	1
n66002009018	1
n52002007004	1
n44005036009	1
n40019021008	1
n45003009015	1
n55002024009	1
n40020027007	1
n45003026018	1
n42004041028	1
