macula_greek_word_id	sense_number
n60001003020	1
n58007019009	1
n45004018003	1
n45015013005	1
n52002019004	1
n47010015009	1
n44026006004	1
n45015004020	1
n45008024010	1
n58003006020	1
n45008024005	1
n56002013004	1
n45012012002	1
n44016024018	4
n46003012012	3
n66018012020	3
n66018012030	3
n41014043018	2
n40026055017	2
n42022052023	2
n41014048014	2
n40026047019	2
n44010039021	1
n44005030013	1
n44013029012	1
n60002024013	1
n66022019021	1
n48003013020	1
n66002007018	1
n66022002012	1
n66022002028	1
n66022014014	1
n42023031006	1
n58011015008	1
n40005026006	13
n46014036008	12
n41006034002	11
n40014014002	11
n42005008010	10
n42013031010	10
n44028003017	9
n40015022009	9
n58007005025	9
n44022018008	8
n41006054002	8
n41005002002	8
n42012059005	8
n40015021002	7
n44021005008	7
n44021008004	7
n47002013018	7
n41001029006	7
n43001043004	6
n44016003007	6
n41014068013	6
n44016013006	6
n44016019007	6
n66003012016	6
n40026075017	6
n42022062002	6
n43018029001	6
n43019004002	6
n44007003005	5
n44020011016	5
n44020001015	5
n44015040005	5
n42004042004	5
n42011053002	5
n41011012004	5
n44007004002	5
n44011025001	5
n41007030017	5
n41006010013	5
n40010011019	5
n44012017026	5
n45010018011	4
n43018038012	4
n44018023005	4
n44016010008	4
n44010023009	4
n43010039007	4
n44001021013	4
n41001028002	4
n40009026002	4
n42004014015	4
n42009004011	4
n50004015012	4
n44014020014	4
n42006019012	4
n44016040016	4
n41001038017	3
n66015006002	3
n40015018010	3
n40012044009	3
n42011024026	3
n43019005001	3
n59003010005	3
n43016030020	3
n66009003005	3
n66019005006	3
n40015019005	3
n66019021014	3
n40024027005	3
n43008042019	3
n43017008018	3
n43016027018	3
n43013003015	3
n40002006016	3
n43016028001	3
n66014018004	3
n41014048010	2
n40026055013	2
n42004035020	2
n44007007015	2
n40017018007	2
n44016018025	2
n44008007010	2
n44016018021	2
n40008028019	2
n41001025009	2
n41005008004	2
n41008011002	2
n42004036025	2
n47006017002	2
n41001026012	2
n40008032007	2
n42008029007	2
n42004035009	2
n66018004009	2
n41009025023	2
n42004041001	2
n42015028011	2
n41005013005	2
n42008033001	2
n42001022001	2
n58003016009	2
n40027053002	2
n44016036019	2
n43011044001	2
n40025006009	2
n43019034011	2
n41009029010	2
n42008027001	2
n40024001002	2
n42022039002	2
n66016017012	2
n66014017004	2
n66014015004	2
n40027032001	2
n40008034006	2
n42022052019	2
n41009026006	2
n66014020009	2
n42007026003	1
n43013031003	1
n41014026003	1
n40011008003	1
n42008005001	1
n42014023008	1
n41008027002	1
n42005027004	1
n42014021018	1
n40024026011	1
n40026030003	1
n40013003009	1
n42021037012	1
n41004003003	1
n43012013007	1
n41002013002	1
n40020001011	1
n41007029009	1
n41003006002	1
n43018016009	1
n40011009003	1
n43013030006	1
n58011008014	1
n40025001014	1
n42007024014	1
n58011008005	1
n43019017006	1
n40011007013	1
n42007025003	1
n41014016002	1
n43011031021	1
n63001007004	1
n40009032003	1
n42008035001	1
n66006002019	1
n66006004002	1
n43021003014	1
n43010009014	1
n42008038008	1
n41003021006	1
n42017029004	1
n46005010021	1
n40010014012	1
n44017033004	1
n42009005007	1
n40021017004	1
n40022010002	1
n41006012002	1
n41006024002	1
n41016008002	1
n40018028001	1
n40026071001	1
n62004001018	1
n40013001005	1
n40009031003	1
n42014018016	1
n42010010011	1
n40020003002	1
n44012009002	1
n41001045003	1
n42002001007	1
n41002012008	1
n41016020003	1
n43008059012	1
n40012014001	1
n64001007005	1
n42006012007	1
n47008017010	1
n66020008002	1
n43020003001	1
n52001008029	1
n43018001004	1
n43018004009	1
n40013049008	1
n43004043006	1
n41001035006	1
n41011011016	1
n42009006001	1
n43004030001	1
n41009030002	1
n41007031003	1
n44016040001	1
n43008009004	1
n40020005006	1
n40020006005	1
n44012010023	1
n42008002020	1
n40012043006	1
n42011024005	1
n42011014013	1
n58013013002	1
n42007017002	1
n43021023001	1
n42008035020	1
n62002019003	1
n42008046012	1
n41005030012	1
n44015024007	1
n41006001002	1
n52005007005	1
n40008024018	1
n40009024009	1
n41013036006	1
n41014037012	1
n41004038010	1
n41014037006	1
n40026040009	1
n41014040006	1
n40026043006	1
n42022046005	1
n52005006004	1
n41014041008	1
n40013025004	1
n40026045009	1
n52005007003	1
n52005010009	1
n42008052016	1
n41005039014	1
n41004027002	1
n40025005008	1
n49005014011	1
n60003003014	2
n49002012026	1
n43017005016	1
n46007034030	1
n41014009013	1
n43017018012	1
n43014017007	1
n43016011008	1
n66017008038	1
n59004004020	1
n62005004019	1
n43013001030	1
n61001004021	1
n43012019014	1
n43017014009	1
n43018020008	1
n61002020007	1
n46001028005	1
n43017014024	1
n43015019004	1
n43017011011	1
n62004001021	1
n60001020005	1
n62004005010	1
n43012047026	1
n43014022019	1
n43012025016	1
n40004008017	1
n41016015007	1
n43016028009	1
n45004013017	1
n43017014017	1
n46006002016	1
n44017024006	1
n46007031005	1
n43006051037	1
n46006002008	1
n46001027017	1
n49002002009	1
n43007004019	1
n43014031005	1
n61003006005	1
n62002015004	1
n43009039010	1
n49001004008	1
n62005004010	1
n43001010007	1
n45005012011	1
n43012046005	1
n51002008023	1
n43003017014	1
n46005010020	1
n46011032011	1
n43008012013	1
n62002015014	1
n54001015014	1
n43016020012	1
n43015019031	1
n43009005004	1
n47001012031	1
n43017021021	1
n43017018006	1
n48006014019	1
n46002012007	1
n43001009013	1
n45003006009	1
n59004004008	1
n45001020007	1
n43012031005	1
n46003022008	1
n61002005013	1
n62003017008	1
n58011038006	1
n43006014019	1
n47005019007	1
n46004013006	1
n42012030007	1
n48006014022	1
n54003016023	1
n45003019022	1
n40013038006	1
n43011009021	1
n62003001017	1
n40013035019	1
n66011015018	1
n43008026023	1
n40018007003	1
n43017006012	1
n43011027019	1
n43018037028	1
n43007007004	1
n40026013013	1
n43016033011	1
n46007031014	1
n51002020014	1
n43016008006	1
n48004003011	1
n58004003027	1
n63001007007	1
n62004017025	1
n46014010008	1
n43015019007	1
n46004009016	1
n62002016029	1
n62004004020	1
n43003017019	1
n43016021029	1
n62004003028	1
n43017016003	1
n59001027025	1
n43008023025	1
n43018036016	1
n43012031011	1
n43017009008	1
n40025034022	1
n43015019016	1
n43017025005	1
n46001020017	1
n43017016012	1
n43003019012	1
n43010036009	1
n41008036007	1
n42009025007	1
n62005019009	1
n45011015007	1
n45011012007	1
n50002015020	1
n43009005009	1
n43003016007	1
n40024021011	1
n66013008027	1
n43014030010	1
n43014027012	1
n43015018003	1
n59002005012	1
n40016026007	1
n43004042024	1
n43018036011	1
n58011007020	1
n42011050012	1
n43016028013	1
n62004005004	1
n46005010006	1
n43017015008	1
n62004014014	1
n62002015009	1
n45005013007	1
n62002016006	1
n62005005007	1
n43001010003	1
n62003013009	1
n46001027005	1
n43021025019	1
n43006033016	1
n58009026008	1
n46003019005	1
n62002017003	1
n43001010013	1
n43003017010	1
n60005009014	1
n43008023018	1
n51002020009	1
n43013001019	1
n46008004012	1
n40005014006	1
n43017011006	1
n62004009021	1
n58010005005	1
n46007033007	1
n43016033019	1
n62004005014	1
n43017023016	1
n43017013011	1
n46001021011	1
n62002002020	1
n45001008021	1
n61002005003	1
n43001029021	1
n43017024028	1
n43012047021	1
n54006007006	1
n43014019005	1
n43015019025	1
n47007010014	1
n59003006006	1
n51001006010	1
n41005030013	4
n41008033003	4
n43021020001	4
n40013015031	3
n44003019004	3
n41004012014	3
n42017031027	3
n59005019012	3
n48004009011	3
n42022032015	3
n61002022008	2
n42002039010	2
n42008055002	2
n60002025007	2
n40010013024	2
n40012044007	2
n41013016007	2
n44028027031	2
n44015036009	2
n42017004011	2
n42001016006	1
n42001017011	1
n44026018005	1
n44026020021	1
n44015019010	1
n52001009013	1
n44014015019	1
n66001012002	1
n44011021012	1
n47003016004	1
n44009035012	1
n44009040013	1
n66001012011	1
n44016018011	1
n59005020004	1
n40024018007	1
n44002013003	1
n44017032007	1
n46014021007	1
n40027004005	1
n40027024021	1
n40019022012	1
n41010022012	1
n44002045003	1
n44005001012	1
n44006001022	1
n58007009003	1
n44002011015	1
n42001049004	1
n40027006014	1
n41007011012	1
n58011035014	2
n46001030020	1
n49001014008	1
n58009015012	1
n45003024008	1
n42021028014	1
n51001014005	1
n49001007005	1
n49004030015	1
n45008023021	1
n42020034013	1
n42017027004	1
n40022030008	1
n41012025009	1
n42020035017	1
n40024038017	1
n40022030006	1
n43006023003	1
n43006022012	1
n43006024019	1
n43021008006	1
n41003009007	1
n58004012014	1
n66002012016	1
n66001016016	1
n40027015004	2
n41010001022	1
n44017002004	1
n42004016012	1
n66003015010	1
n66003016007	1
n66003015015	1
n42017012010	2
n40026006011	1
n40010008005	1
n42007022016	1
n40011005006	1
n41014003011	1
n42004027003	1
n40008002003	1
n41001040005	1
n44017011004	3
n46001026018	2
n42019012005	1
n66017014005	2
n66019011024	2
n66013004023	2
n66012007021	1
n66012007014	1
n66002016010	1
n59004002014	1
n42024031011	1
n44018013006	1
n44002045007	1
n41014005006	1
n43012005007	1
n40018025010	1
n40013046007	1
n40026009004	1
n44005004006	1
n45007014012	1
n44004034020	1
n42015008004	1
n42015009014	1
n42015008009	1
n41011008013	2
n40021008014	2
n66018009004	1
n42008052005	1
n40024030014	1
n42023027011	1
n66001007016	1
n40011017010	1
n58004002016	2
n46012024011	1
n45011020004	1
n45011017006	1
n45011019003	1
n42006029006	1
n40005039016	1
n42012011019	7
n44026024004	6
n47012019005	5
n44026001018	4
n44026002016	3
n44024010024	3
n45002015024	2
n42021014009	2
n44025008003	1
n44019033018	1
n64001010013	1
n42010035023	1
n42019015005	1
n61003012018	1
n40006026015	1
n42003017018	1
n42012018008	1
n42012024014	1
n40003012020	1
n40013030034	1
n46007037008	2
n46015058005	1
n51001023008	1
n42017002004	2
n42019044013	1
n60002007009	1
n40024002017	1
n60002004004	1
n41013002015	1
n45009032013	1
n46003012010	1
n66021011010	1
n43011041004	1
n66017004013	1
n66021019008	1
n40021044006	1
n41012010006	1
n41013001016	1
n66004003006	1
n43008007017	1
n66018021006	1
n40003009020	1
n41016003009	1
n60002005004	1
n43011038015	1
n60002006009	1
n42003008026	1
n43011039006	1
n43008059003	1
n40004006029	1
n66021011013	1
n42021006010	1
n42019040010	1
n43020001020	1
n42020018007	1
n40027060016	1
n42024002004	1
n60002008002	1
n66018016020	1
n42004011010	1
n44017029013	1
n40007009014	1
n40027066009	1
n42020017012	1
n40028002016	1
n40021042010	1
n42022041007	1
n44004011004	1
n66018012006	1
n41016004007	1
n42004003013	1
n41015046021	1
n45009033007	1
n40004003015	1
n47003007010	1
n41005005019	1
n42021005008	1
n43010031003	1
n41013002017	1
n42019044015	1
n40024002019	1
n42021006012	1
n41009003017	2
n66007014026	1
n44012022004	1
n42023021003	1
n44022024019	1
n44021034005	1
n48003010017	3
n44028030001	2
n44014022007	1
n58008009025	1
n41010042011	8
n42001003001	7
n58012010009	7
n43020015010	6
n43011031024	6
n40006007008	6
n40024044010	5
n42012040009	5
n46011016004	5
n48002002019	4
n48002009014	4
n48002006004	4
n48002006022	4
n44015022002	3
n44015025001	3
n42022024010	3
n44015028001	3
n44025027004	2
n44017018025	2
n47010009003	2
n46012022005	2
n58012011009	2
n58004001011	2
n40003009003	1
n42019011015	1
n42013002005	1
n41006049009	1
n46008002003	1
n42013004016	1
n42012051001	1
n43013029003	1
n46003018006	1
n43005039006	1
n47012019002	1
n43005045002	1
n40026053002	1
n59004005002	1
n46004009001	1
n46014037003	1
n58010029002	1
n44012009015	1
n42024037006	1
n50003004010	1
n46012023003	1
n40021028004	1
n40022017006	1
n40022042004	1
n40017025015	1
n42010036006	1
n40018012003	1
n42008018018	1
n43011013011	1
n43016002012	1
n43011056014	1
n46010012003	1
n46007040011	1
n59001026003	1
n47011016006	1
n48006003003	1
n40026066003	1
n44026009004	1
n44027013004	1
n40014007003	1
n42001073001	1
n40014009007	1
n58006016015	1
n59005012017	1
n40026072005	1
n44002030007	1
n58006017018	1
n41006026008	1
n40005033014	1
n47011025007	1
n44007043009	1
n44027020005	1
n42021025009	1
n58011012011	1
n44009003014	1
n60002009025	1
n44026013016	1
n43001005003	1
n43001008005	1
n43008012026	1
n59001017015	1
n49005014005	1
n43003020008	1
n43011009019	1
n40004016007	1
n62001007012	1
n44022011009	1
n62002009005	1
n62002010008	1
n44026018009	1
n47011014011	1
n40017002021	1
n43003019022	1
n43012036003	1
n49005008007	1
n43012035017	1
n43003019008	1
n62002008020	1
n42002032001	1
n51001012016	1
n44013047010	1
n42011035005	1
n40010027010	1
n40004016018	1
n42012003010	1
n43012046002	1
n45013012019	1
n49005013007	1
n44022009008	1
n62001007005	1
n40006023017	1
n43012036011	1
n43001009003	1
n42008016021	1
n47006014014	1
n43005035017	1
n42016008023	1
n66018023002	1
n66021024007	1
n42011033019	1
n43011010011	1
n62001005016	1
n52005005005	1
n54006016005	1
n43009005006	1
n44016029003	1
n43001007009	1
n49005009005	1
n44012007007	1
n47004006008	1
n43012036008	1
n44026023010	1
n43003021009	1
n45002019007	1
n43008012011	1
n49005008012	1
n40005016004	1
n40005014004	1
n43001008011	1
n43001004010	1
n44022006016	1
n43012035010	1
n66022005013	1
n43003020014	1
n66022005010	1
n42022056009	1
n41014054025	1
n62001005024	12
n43019011009	11
n43016005009	10
n43017012018	10
n43018009015	9
n46006005010	9
n40013034013	8
n44026031008	8
n43016029012	8
n41012014015	7
n42023053015	7
n62004012002	7
n44004012006	7
n41009008005	6
n43018031024	6
n41005037004	6
n42008043019	6
n44008016005	6
n41015005005	5
n42020040006	5
n43016023009	5
n41007012004	5
n43005019019	5
n43009033010	5
n41014061007	5
n41015004010	5
n41014060013	5
n43012019011	5
n42009036020	5
n46009015005	4
n46002008002	4
n43021012007	4
n46001014005	4
n44005013004	4
n42018034003	4
n43007019008	4
n42004027013	4
n42004026003	4
n44018017012	4
n44027034013	4
n48002006010	3
n42016013001	3
n42023004011	3
n46008004015	3
n42004024007	3
n44025010016	3
n45008001001	3
n44028005011	3
n47007005007	3
n42023022012	3
n43018038020	3
n43019004018	3
n44025018006	3
n54006016010	3
n44020024002	3
n50004015015	3
n44027022010	3
n43010041013	3
n55002014010	3
n46014010010	3
n48004012011	3
n48005002011	3
n48005010008	3
n41006005006	3
n46013003019	2
n43021003026	2
n44021024022	2
n48002006023	2
n44023009016	2
n44017021009	2
n43007026006	2
n40021019012	2
n58007014015	2
n44005036029	2
n41011013019	2
n42012002001	2
n54004004007	2
n41007015001	2
n56001015010	2
n44004014010	2
n43008054010	2
n44028017022	2
n44026022018	2
n45014014008	2
n58002008014	2
n40017020029	2
n41016008015	2
n58007019001	2
n43008028021	2
n42005005010	2
n44009008012	2
n42023015011	2
n42023041012	2
n54006007001	2
n42010019020	2
n40010026005	2
n47012011020	2
n46004004001	2
n46008004009	2
n44025011016	2
n46007019008	2
n46007019003	2
n41009029008	2
n66003017009	2
n42004002010	2
n43016024005	2
n43005030007	2
n43015005025	2
n43018020027	2
n42023009009	2
n40023016013	2
n40023018008	2
n40027024006	2
n57001014006	2
n44020020002	2
n50001020009	2
n48004001010	2
n40027012011	2
n40026062007	2
n47012011012	2
n40005013016	2
n43006063010	2
n43014030017	2
n43011049017	2
n40017008006	1
n41010029007	1
n66019012019	1
n41012034020	1
n66018011015	1
n66015008017	1
n42005039002	1
n41009039008	1
n66002017032	1
n43008010010	1
n66007009011	1
n58012014010	1
n43014006015	1
n42019030015	1
n66005004005	1
n42015016012	1
n42011033001	1
n40011027009	1
n40009016001	1
n48003015009	1
n42005036008	1
n43010029011	1
n47007002005	1
n50002020001	1
n40022046002	1
n41011002021	1
n43003002016	1
n41002021001	1
n40024036008	1
n42007028008	1
n47007002003	1
n42010022009	1
n43009004015	1
n48003011005	1
n41013032009	1
n47007002007	1
n43006065008	1
n46002011022	1
n43010018001	1
n44025011022	1
n49005029001	1
n43003013002	1
n43006044001	1
n43004027014	1
n40020007004	1
n40006024001	1
n66005003002	1
n42005037002	1
n41005004020	1
n66003008012	1
n66003007028	1
n41010018010	1
n43008011004	1
n43003032011	1
n66014003018	1
n55004016006	1
n43007004001	1
n42008016001	1
n58006013009	1
n42018019010	1
n41002022002	1
n42009062007	1
n46012003014	1
n46012003005	1
n46014002010	1
n43008020013	1
n43015013004	1
n58007013011	1
n66003007023	1
n42018029009	1
n43007044009	1
n43007027011	1
n43007013001	1
n43016022021	1
n41003027004	1
n43001018002	1
n59003008004	1
n43015024009	1
n46003011004	1
n44018010007	1
n43007030006	1
n43013028003	1
n42001061006	1
n41007024013	1
n44020033006	1
n47005016006	1
n42009036014	1
n46002015010	1
n44005023020	1
n45014007007	1
n55002004001	1
n40022016029	1
n43005022006	1
n43008015009	1
n43019041018	1
n43008033008	1
n41016008014	1
n46009015025	1
n42014024005	1
n59001013017	1
n41005003012	1
n40008010014	1
n45014007001	1
n44026026019	3
n47011009009	2
n44015009002	1
n42023014019	1
n46013002027	1
n42022035019	1
n44019027021	1
n42019043011	1
n44009040022	1
n44016026012	1
n43009021009	1
n40027052004	1
n43010021014	1
n66012016008	1
n66005005022	1
n40020033005	1
n66005002011	1
n66020012020	1
n66009002002	1
n40013035009	1
n44012010020	1
n66003007021	1
n40007008013	1
n66011019002	1
n40007007010	1
n43009026008	1
n44012014011	1
n44026018001	1
n40003016012	1
n42003021014	1
n43009010006	1
n40009030002	1
n42011010013	1
n43009030020	1
n44014027016	1
n42001064001	1
n42012036019	1
n42011009013	1
n43010003004	1
n43009017012	1
n43009032007	1
n66003020015	1
n46016009004	1
n66005004008	1
n66015005006	1
n66020012016	1
n43009014013	1
n66005003015	1
n44018014005	1
n41007035003	1
n40005002002	1
n47002012014	1
n66019011005	1
n44009008007	1
n66004001007	1
n66003008010	1
n43001051011	1
n66010002008	1
n44016027008	1
n45003013002	1
n44005019006	1
n40002011019	1
n40017027018	1
n43011037010	1
n44012016006	1
n66006001004	1
n66005009012	1
n66006005003	1
n66006012004	1
n66006003003	1
n66006009003	1
n66008001003	1
n66006007003	1
n42013025021	1
n51004003009	1
n66003007029	1
n44008032025	1
n44010034001	1
n44008035001	1
n47006011004	1
n66013006002	1
n44005023017	1
n44010011005	1
n40025011011	1
n66010008020	1
n44007056007	1
n42003032008	1
n61002011014	3
n44006011010	2
n54001013004	1
n55003002009	1
n56002009010	4
n56001009020	3
n45010021017	3
n43019012026	2
n42002034026	2
n44013045010	2
n42020027007	1
n44028022019	1
n44028019001	1
n44002047001	1
n44003008017	1
n45015011003	1
n44003009009	1
n42002013010	1
n42019037019	1
n42002020007	1
n66019005008	1
n40005017013	5
n40005017005	5
n42019007011	4
n42009012023	4
n44005039008	3
n44005038026	3
n40024002022	2
n41013002021	2
n42021006015	2
n41014058008	1
n41015029014	1
n40027040004	1
n40026061005	1
n48002018004	1
n44006014010	1
n47005001011	1
n45014020004	1
n42011045013	2
n42018032008	1
n44014005014	1
n40022006008	1
n52002002004	1
n66009010011	1
n66009019014	1
n66012004003	1
n66009019018	1
n66009010003	1
n44006013004	1
n66002002030	1
n66021008019	1
n47007001011	1
n47003003018	1
n47003003022	1
n58009004027	1
n44017025006	1
n44004025018	2
n54004015002	1
n47013003015	2
n45014004016	1
n47009008001	1
n42002007012	3
n40014019005	2
n41006039004	2
n42013029013	1
n40008011012	1
n42012037017	1
n41003018021	1
n40010004003	1
n48005020001	1
n46010014007	1
n60004003020	1
n51003005019	1
n56001016002	5
n44023008014	4
n40007023003	3
n40014007004	2
n44007017009	2
n45010010008	1
n43009022019	1
n45010009003	1
n62001009002	1
n62004015003	1
n62004002011	1
n62002023011	1
n62004003006	1
n58013015015	1
n66003005021	1
n42012008007	1
n40010032004	1
n42012008018	1
n40010032010	1
n43001020007	1
n43012042016	1
n43001020002	1
n44024014001	1
n63001007010	1
n54006012015	1
n58011013017	1
n44007034013	2
n45008026023	1
n47009007003	1
n42001079004	1
n49006012022	1
n44013011024	1
n47006014016	1
n51001013008	1
n49005011009	1
n40025030008	1
n40027045005	1
n42023044008	1
n47004006007	1
n45002019010	1
n40022013016	1
n40006023024	1
n40006023021	1
n42022053026	1
n46004005018	1
n61002017014	1
n44002020005	1
n40008012009	1
n65001013014	1
n44026018007	1
n42011035009	1
n43003019019	1
n52005005014	1
n49005008004	1
n60002009018	1
n62001006011	1
n45013012013	1
n40004016006	1
n41015033005	1
n52005004007	1
n42024017016	2
n40006016009	1
n40005018017	1
n42016017014	1
n40015013006	1
n47001009006	1
n40016002009	1
n43016029005	2
n43011036005	2
n40025025011	2
n40025022014	2
n40025020018	2
n40026065015	1
n41013001014	1
n41013021007	1
n43001036007	1
n41015035007	1
n43019004010	1
n41013021011	1
n43003026020	1
n41016006017	1
n43005014013	1
n43011003009	1
n43001047013	1
n43001029011	1
n43019027005	1
n43019026016	1
n41003034009	1
n48005002001	1
n43019014014	1
n41002024006	1
n43007026002	1
n43012019012	1
n41011021008	1
n41015004011	1
n43018021010	1
n45011022001	1
n40017020030	1
n42001037003	1
n42010011014	1
n58009019024	1
n66001014010	1
n44011006016	1
n45001023018	1
n44010012008	1
n59003007008	1
n41001013016	3
n66006008043	3
n44028005006	2
n44028004008	2
n66013003025	1
n66014011021	1
n66013012006	1
n66017008002	1
n66017007018	1
n66014009015	1
n66013002003	1
n66019020024	1
n66013004014	1
n66017017023	1
n66013001006	1
n66016002027	1
n66013015027	1
n66019020004	1
n66013004010	1
n66017008041	1
n66011007008	1
n66016010012	1
n66017011003	1
n66017013012	1
n66017016009	1
n66013014017	1
n66019019004	1
n56001012012	1
n66013018012	1
n66013015016	1
n66020010018	1
n66017003013	1
n66020004032	1
n66013012023	1
n66013004019	1
n66016013013	1
n66015002013	1
n66017012023	1
n66013011004	1
n66013015009	1
n66013014027	1
n66013017018	1
n59003007004	1
n66018002029	1
n44011006013	1
n58012020007	1
n47010012019	1
n47010012006	1
n46002013016	1
n42002005005	1
n42001027003	1
n40001018009	1
n42002044012	1
n44011025005	1
n42002045007	1
n45016019007	1
n40019024009	1
n41004017009	9
n43008010009	8
n43011009006	7
n43007049011	6
n40002018020	5
n58007023005	4
n42009013013	3
n44021023007	3
n47011022005	2
n47011022009	2
n47011022002	2
n47011023003	2
n66007013017	2
n42007031011	2
n55003006004	1
n42008021013	1
n66017009012	1
n42021022005	1
n66003004021	1
n42018009011	1
n40022030015	1
n43014002009	1
n45001032014	1
n66016006013	1
n66017015015	1
n45013006010	1
n48003010009	1
n40015014004	1
n66014005010	1
n41004015003	1
n41004018010	1
n44013031016	1
n41010008010	1
n61003007012	1
n42013030003	1
n44024011007	1
n66019009024	1
n40007015014	1
n45008014009	1
n42013014018	1
n42011007022	1
n42020036008	1
n45013003005	1
n42007032002	1
n45009007003	1
n66001020025	1
n56001010001	1
n42009027005	1
n40013038020	1
n44002007010	1
n40017026013	1
n61002017002	1
n43017016005	1
n46012004004	1
n46012005004	1
n45013001020	1
n62004005005	1
n43017009017	1
n51002003003	1
n58007020012	1
n66007014012	1
n40019012011	1
n44019026024	1
n40018020003	1
n42020036011	1
n40016028005	1
n44016017017	1
n66002009022	1
n43006064002	1
n66004005020	1
n48003007009	1
n41004016003	1
n44002013008	1
n66014004010	1
n41009001008	1
n41004018003	1
n66007015003	1
n45002014018	1
n40012048015	1
n62005007003	1
n44023021027	1
n43017007010	1
n66003009015	1
n66017012009	1
n48001007008	1
n43017011012	1
n44021020014	1
n42016008029	1
n62005003019	1
n40019012019	1
n46003008008	1
n41006003021	1
n46003020010	1
n66001019007	1
n66014004002	1
n40012005020	1
n65001016002	1
n44016038015	1
n45016007012	1
n65001019002	1
n49005016008	1
n54006002016	1
n43017014014	1
n40011008019	1
n42007025021	1
n45009004002	1
n44005025015	1
n41004020003	1
n40019012001	1
n43006064016	1
n42008012006	1
n56003009012	1
n40013038012	1
n44004013014	1
n46014022006	1
n66002002026	1
n44019038018	1
n40010030010	1
n62005008015	1
n65001012002	1
n45015027005	1
n66017009022	1
n66016014001	1
n43004035025	1
n66005006027	1
n66021005022	1
n62002019023	1
n48004024006	1
n54006002010	1
n58001014003	1
n54005024006	1
n41012025011	1
n54006001002	1
n48003010006	1
n42008015008	1
n40007014016	1
n43005039014	1
n46008005004	1
n43010008007	1
n40019006003	1
n66001020033	1
n46014010006	1
n46010018014	1
n40013039020	1
n42012038015	1
n40013056009	1
n46008005014	1
n66005008027	1
n42008014008	1
n40022014003	1
n46012006004	1
n46001011015	1
n58011013022	1
n40007013021	1
n58001010014	1
n42013030009	1
n66011004002	1
n46006009019	2
n40011008012	1
n40011008007	1
n42007025007	1
n66014009005	1
n42018043005	1
n40009009017	1
n40009019005	1
n42005027017	1
n44012008024	1
n43020006006	1
n44012009003	1
n41010032019	1
n41002014015	1
n41002014019	1
n43001037009	1
n40019002002	1
n40027055010	1
n40009027006	1
n40021009009	1
n43011031022	1
n41014054006	1
n41010021029	1
n42007009011	1
n42022039012	1
n66014004013	1
n41010052016	1
n40019021025	1
n42009057011	1
n43021020011	1
n41015041007	1
n41006001011	1
n42018028010	1
n43013036017	1
n40010038009	1
n43010004013	1
n42005011010	1
n40020029006	1
n66014013032	1
n43021019015	1
n41001018006	1
n43013036018	1
n43018015001	1
n44013043005	1
n40014013018	1
n41010028011	1
n40004020007	1
n40020034013	1
n41003007018	1
n42005028005	1
n41011009006	1
n43012026006	1
n43013037011	1
n40008019008	1
n42009049019	1
n42009059005	1
n40008010009	1
n43001043016	1
n43006002001	1
n41008034025	1
n43021022016	1
n40026058004	1
n42022054015	1
n43010027013	1
n40008022006	1
n40004022011	1
n40008023007	1
n41009038019	1
n42022010017	1
n46010004012	1
n41014013021	1
n42009023021	1
n42009061005	1
n66019014008	1
n40012015008	1
n40016024022	1
n43008012015	1
n43001038008	1
n41002015025	1
n41005024006	1
n40009009021	1
n40019027012	1
n42018022026	1
n44021036001	1
n66006008019	1
n42009011005	1
n43010005005	1
n42023027001	1
n40008001007	1
n66014008005	1
n40004025002	1
n43001040016	1
n40019028012	1
n41008034016	1
n41013017009	1
n42021023008	1
n40024019009	1
n42011027026	1
n40021016021	1
n58007015012	1
n58005006007	1
n40012004027	1
n40008004014	1
n58007017005	1
n66001006005	1
n58007014014	1
n58010011004	1
n66020006022	1
n58007021016	1
n58007023007	1
n58007020013	1
n42017014009	1
n42010031004	1
n40012005011	1
n58008004010	1
n58009006014	1
n44004001010	1
n58007011025	1
n44006007020	1
n44014013003	1
n42006004028	1
n42005014012	1
n58007001007	1
n58007003018	1
n41002026024	1
n41001044013	1
n43001019016	1
n66005010009	1
n42001005009	1
n58010021002	1
n43018011012	1
n54001013008	2
n45001030003	1
n47008018001	2
n47008022001	1
n41008017015	1
n45011007016	1
n41006052012	1
n43012040006	1
n47003014002	1
n60001018014	1
n42020005003	1
n44008009010	1
n44016012007	3
n51001012009	2
n47006015009	1
n44008021004	1
n42010042009	1
n66017017016	2
n66017013003	2
n66017017011	2
n46007025009	1
n47008010002	1
n46007040010	1
n44020003017	5
n57001014005	4
n46001010035	3
n44002037003	1
n44026024019	1
n42016002015	1
n42016003015	1
n42016004009	1
n46009017011	1
n49003002005	1
n51001025007	1
n49001010002	1
n49003009006	1
n54001004012	1
n42013021007	1
n40013033015	1
n58012004004	1
n42017007009	3
n65001012012	2
n40002006019	1
n66007017009	1
n44020028016	1
n43021016020	1
n60005002001	1
n66019015017	1
n66002027002	1
n66012005007	1
n46009007017	1
n44021038012	3
n44017006018	2
n48005012005	1
n41004032022	1
n42009058012	1
n42012024025	1
n42008005024	1
n44010012012	1
n44011006019	1
n40013032021	1
n41004004015	1
n40006026004	1
n42013019020	1
n45001023014	1
n59003007007	1
n40008020012	1
n40013004015	1
n44013041001	4
n41012015016	4
n44013037007	3
n44013036019	3
n40009004002	2
n41004012006	2
n44028026021	2
n40013014021	2
n44016010005	1
